name,source_type,source_name,source_version,source_selection,source_selection_kind,source_selection_provider,source_catalog_version,source_catalog_digest,base,status,object_count,base_digest_role,object_digest,object_digest_role,source_record,objects,source_intent_status,materialization_status,inspection_evidence_state,inspection_result_state,materialization_evidence_state,materialization_result_state,destination_evidence_state,destination_result_state,post_deployment_evidence_state,post_deployment_result_state,flattening_verdict,lifecycle_requirements_status,route_intent_status,route_resolution_status,field_ownership_status,package_oci_ref,literal_config_oci_status,release_oci_status,policy_profile,resource_class,owner_class,change_cadence,classification_source,live_space
bitnami-postgresql-18-6-7-existing-secret,helm,bitnami/postgresql,18.6.7,existing-secret,catalog-preset,Config Workshop,,,existing-secret,available,6,helm-variant-revision,595ce44f8c11b10ad1817bf57141529864efd48318a6a97a6e914d3669bb90dd,canonical-object-set,data/helm-render-intents/intents/bitnami-postgresql-18-6-7-existing-secret.yaml,recipes/bitnami/postgresql/18.6.7/revisions/existing-secret/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,unsafe-to-flatten,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.6.7@sha256:fccd0da443cb3d0360e6a15f6ada67162f04261da38a071eaad2e97786b307d8,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-postgresql-18-6-7-static-passwords,helm,bitnami/postgresql,18.6.7,static-passwords,catalog-preset,Config Workshop,,,static-passwords,available,7,helm-variant-revision,db49bd6d27e0deaed0b9e314f0527bc2d9468b7be10f9bbdaad14593f0b65a6b,canonical-object-set,data/helm-render-intents/intents/bitnami-postgresql-18-6-7-static-passwords.yaml,recipes/bitnami/postgresql/18.6.7/revisions/static-passwords/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,unsafe-to-flatten,not-required,not-required,not-required,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.6.7@sha256:fccd0da443cb3d0360e6a15f6ada67162f04261da38a071eaad2e97786b307d8,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-postgresql-18-7-0-existing-secret,helm,bitnami/postgresql,18.7.0,existing-secret,catalog-preset,Config Workshop,,,existing-secret,available,6,helm-variant-revision,bdcfa750a9553ede16f5718d0189d3616820e3ba1422eb82a8217f54c3c70dd2,canonical-object-set,data/helm-render-intents/intents/bitnami-postgresql-18-7-0-existing-secret.yaml,recipes/bitnami/postgresql/18.7.0/revisions/existing-secret/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,unsafe-to-flatten,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.7.0@sha256:cf2cfeae128c4ede5cfa9ac65bdf241b557d59a1badacdd107e044caadb0d353,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-postgresql-18-7-0-static-passwords,helm,bitnami/postgresql,18.7.0,static-passwords,catalog-preset,Config Workshop,,,static-passwords,available,7,helm-variant-revision,e640101bb1c3c9ee519e04bfb6e28254f7a894c6f49b394e73756b351e5b57d1,canonical-object-set,data/helm-render-intents/intents/bitnami-postgresql-18-7-0-static-passwords.yaml,recipes/bitnami/postgresql/18.7.0/revisions/static-passwords/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,unsafe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-postgresql:18.7.0@sha256:cf2cfeae128c4ede5cfa9ac65bdf241b557d59a1badacdd107e044caadb0d353,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-rabbitmq-16-0-14-existing-secret,helm,bitnami/rabbitmq,16.0.14,existing-secret,catalog-preset,Config Workshop,,,existing-secret,available,9,helm-variant-revision,cdff3262264844b099e7f4421f1bbd5027360c2d23ba34667506d85255c4b6f2,canonical-object-set,data/helm-render-intents/intents/bitnami-rabbitmq-16-0-14-existing-secret.yaml,recipes/bitnami/rabbitmq/16.0.14/revisions/existing-secret/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,unsafe-to-flatten,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-rabbitmq:16.0.14@sha256:fbdec937aa01df18d8cedc10a9dbd9b76f78cb209de1e6133f2118e92930fba9,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-rabbitmq-16-0-14-static-passwords,helm,bitnami/rabbitmq,16.0.14,static-passwords,catalog-preset,Config Workshop,,,static-passwords,available,10,helm-variant-revision,81187ce4367f5196ddbaa35ea55b972698f8a474d78a2cdc2908b12290c89f31,canonical-object-set,data/helm-render-intents/intents/bitnami-rabbitmq-16-0-14-static-passwords.yaml,recipes/bitnami/rabbitmq/16.0.14/revisions/static-passwords/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,unsafe-to-flatten,not-required,not-required,not-required,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-rabbitmq:16.0.14@sha256:fbdec937aa01df18d8cedc10a9dbd9b76f78cb209de1e6133f2118e92930fba9,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-redis-25-5-3-default,helm,bitnami/redis,25.5.3,default,catalog-preset,Config Workshop,,,default,available,14,helm-variant-revision,175caf404c4a005708398d2facd696a8500ef4280c47c682b7bae6273a91272e,canonical-object-set,data/helm-render-intents/intents/bitnami-redis-25-5-3-default.yaml,recipes/bitnami/redis/25.5.3/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,unsafe-to-flatten,not-required,not-required,not-required,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3@sha256:a216ce212424e05b341ef5000f1798e6014b72b8bc3dce9f315285871037af2a,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-redis-25-5-3-reuse-existing-secret,helm,bitnami/redis,25.5.3,reuse-existing-secret,catalog-preset,Config Workshop,,,reuse-existing-secret,available,13,helm-variant-revision,55f424589dfd8581580a51659cdf46e52180961ddbf9f6b7b244d0aacc42546f,canonical-object-set,data/helm-render-intents/intents/bitnami-redis-25-5-3-reuse-existing-secret.yaml,recipes/bitnami/redis/25.5.3/revisions/reuse-existing-secret/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,unsafe-to-flatten,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:25.5.3@sha256:a216ce212424e05b341ef5000f1798e6014b72b8bc3dce9f315285871037af2a,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-redis-27-0-0-default,helm,bitnami/redis,27.0.0,default,catalog-preset,Config Workshop,,,default,available,14,helm-variant-revision,758467319ec109764b55ee730ba51a37a2196744f45f5c064f212bfc176178f0,canonical-object-set,data/helm-render-intents/intents/bitnami-redis-27-0-0-default.yaml,recipes/bitnami/redis/27.0.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,unsafe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:27.0.0@sha256:d38f3fecadcc4c4cb26d9fb6c1fc58402c7dfa1cf08673afe7b00041c7614ae6,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-redis-27-0-0-reuse-existing-secret,helm,bitnami/redis,27.0.0,reuse-existing-secret,catalog-preset,Config Workshop,,,reuse-existing-secret,available,13,helm-variant-revision,ff3e9532687b0826784a329dd1b10afea3a7bfd355bced74d5fa9064f7908eb4,canonical-object-set,data/helm-render-intents/intents/bitnami-redis-27-0-0-reuse-existing-secret.yaml,recipes/bitnami/redis/27.0.0/revisions/reuse-existing-secret/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,unsafe-to-flatten,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-redis:27.0.0@sha256:d38f3fecadcc4c4cb26d9fb6c1fc58402c7dfa1cf08673afe7b00041c7614ae6,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-spark-10-0-3-default,helm,bitnami/spark,10.0.3,default,catalog-preset,Config Workshop,,,default,available,10,helm-variant-revision,bec034832a7f2a6c1d2f05aa7bfcf0ce4562dbb274e7b760170df3e80e1ced55,canonical-object-set,data/helm-render-intents/intents/bitnami-spark-10-0-3-default.yaml,recipes/bitnami/spark/10.0.3/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,safe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-spark:10.0.3@sha256:2a4082e995d3f9a1573a9db34b55487982a621afbdf6c45bc58ab12666a6b0a8,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-spark-10-0-3-ha,helm,bitnami/spark,10.0.3,ha,catalog-preset,Config Workshop,,,ha,available,0,helm-variant-revision,55b44c0927f07867cba166634cbf1440028df42dabc48870953a2ddc6c2fbe75,canonical-object-set,data/helm-render-intents/intents/bitnami-spark-10-0-3-ha.yaml,recipes/bitnami/spark/10.0.3/revisions/ha/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,unsafe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-spark:10.0.3@sha256:2a4082e995d3f9a1573a9db34b55487982a621afbdf6c45bc58ab12666a6b0a8,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-spark-10-0-3-legacy,helm,bitnami/spark,10.0.3,legacy,catalog-preset,Config Workshop,,,legacy,available,10,helm-variant-revision,05921876ce0d142a26b495df363557abefd1d460251b66c4777370838f8c9373,canonical-object-set,data/helm-render-intents/intents/bitnami-spark-10-0-3-legacy.yaml,recipes/bitnami/spark/10.0.3/revisions/legacy/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,unsafe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-spark:10.0.3@sha256:2a4082e995d3f9a1573a9db34b55487982a621afbdf6c45bc58ab12666a6b0a8,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-zookeeper-13-8-7-default,helm,bitnami/zookeeper,13.8.7,default,catalog-preset,Config Workshop,,,default,available,7,helm-variant-revision,67672a9bfa85db38f8485736cd19f80ccec599fc17c2c5bb154e3c2feeb54bdb,canonical-object-set,data/helm-render-intents/intents/bitnami-zookeeper-13-8-7-default.yaml,recipes/bitnami/zookeeper/13.8.7/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,safe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-zookeeper:13.8.7@sha256:bdae202754e9af6bf276216c3002b4bae869988024ef8db33e792b90fa7bb5c0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-zookeeper-13-8-7-ha,helm,bitnami/zookeeper,13.8.7,ha,catalog-preset,Config Workshop,,,ha,available,0,helm-variant-revision,ac9d09d452d221cb673fcdbc07767e7440402161c0e3a41811db20192768b01f,canonical-object-set,data/helm-render-intents/intents/bitnami-zookeeper-13-8-7-ha.yaml,recipes/bitnami/zookeeper/13.8.7/revisions/ha/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,unsafe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-zookeeper:13.8.7@sha256:bdae202754e9af6bf276216c3002b4bae869988024ef8db33e792b90fa7bb5c0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
bitnami-zookeeper-13-8-7-legacy,helm,bitnami/zookeeper,13.8.7,legacy,catalog-preset,Config Workshop,,,legacy,available,7,helm-variant-revision,98d1db5810c626fce54ff8a5b297cd7c50102367e064eb0610bb418072944260,canonical-object-set,data/helm-render-intents/intents/bitnami-zookeeper-13-8-7-legacy.yaml,recipes/bitnami/zookeeper/13.8.7/revisions/legacy/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,unsafe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-zookeeper:13.8.7@sha256:bdae202754e9af6bf276216c3002b4bae869988024ef8db33e792b90fa7bb5c0,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
cloudnative-pg-cloudnative-pg-0-28-2-default,helm,cloudnative-pg/cloudnative-pg,0.28.2,default,catalog-preset,Config Workshop,,,default,available,21,helm-variant-revision,67190a176fe9539df56c63c033cfffb1538a06bc47d8624532a0a980fe50bd46,canonical-object-set,data/helm-render-intents/intents/cloudnative-pg-cloudnative-pg-0-28-2-default.yaml,recipes/cloudnative-pg/cloudnative-pg/0.28.2/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/cloudnative-pg-cloudnative-pg:0.28.2@sha256:30cfcee4ff1d5467c4df45d8223d2b98e9a8d316fa5ec9978533d9ffdcff8dc2,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
cloudnative-pg-cloudnative-pg-0-28-2-no-crds,helm,cloudnative-pg/cloudnative-pg,0.28.2,no-crds,catalog-preset,Config Workshop,,,no-crds,available,0,helm-variant-revision,2b48d08cac37e72b6840cff94c0f89c31721c9fa5c124ec2c671614f904b849d,canonical-object-set,data/helm-render-intents/intents/cloudnative-pg-cloudnative-pg-0-28-2-no-crds.yaml,recipes/cloudnative-pg/cloudnative-pg/0.28.2/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,flatten-with-routes,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/cloudnative-pg-cloudnative-pg:0.28.2@sha256:30cfcee4ff1d5467c4df45d8223d2b98e9a8d316fa5ec9978533d9ffdcff8dc2,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
cloudpirates-nginx-0-16-1-default,helm,cloudpirates/nginx,0.16.1,default,catalog-preset,Config Workshop,,,default,available,3,helm-variant-revision,0ab5bf40e30391f43bb673d8e3f97c3d427ae2b2dda8d007dfd38464ad820e9b,canonical-object-set,data/helm-render-intents/intents/cloudpirates-nginx-0-16-1-default.yaml,recipes/cloudpirates/nginx/0.16.1/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/cloudpirates-nginx:0.16.1@sha256:1a036db1dcd66cd0a75e8496bd0310d853b98b4e5c16103956de5e620909b183,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
cloudpirates-rabbitmq-0-21-13-default,helm,cloudpirates/rabbitmq,0.21.13,default,catalog-preset,Config Workshop,,,default,available,5,helm-variant-revision,ada74ec4e4df444071b63172777c84c055018a602978642ae044453ae74a30df,canonical-object-set,data/helm-render-intents/intents/cloudpirates-rabbitmq-0-21-13-default.yaml,recipes/cloudpirates/rabbitmq/0.21.13/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/cloudpirates-rabbitmq:0.21.13@sha256:76f078d77d8b5b713c03d7515504dae9f24c2b5679a9b755fe85ef22920a119f,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
cloudpirates-redis-0-34-11-default,helm,cloudpirates/redis,0.34.11,default,catalog-preset,Config Workshop,,,default,available,5,helm-variant-revision,e7bfebc49e68cd2a4baa080a6376fd9d5c2c3b0deaa3363abbbbbdec1c134935,canonical-object-set,data/helm-render-intents/intents/cloudpirates-redis-0-34-11-default.yaml,recipes/cloudpirates/redis/0.34.11/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/cloudpirates-redis:0.34.11@sha256:29a96a9f6b3e2cedfe30cefe20c51e46cbcb1e363c69c45c58f9118530099333,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
configuration-oci-nginx-replicas-4,configuration-oci,nginx-replicas-4,sha256:aa58e2a9d120d09f029fdef80596225f8c44d0aa629b18766fe8b6694659f518,replicas-4,literal-input,Configuration owner,,,replicas-4,available,5,literal-configuration-oci-manifest,b39636429c375b7c458b1b2cc844a00479aee23cb7442daa3342c79562179340,canonical-object-set,runs/anonymous-oci-transform-proof/public-oci-receipt.yaml,examples/anonymous-oci-transform/reviewed-output/manifests/release-objects.yaml,recorded,recorded-no-op,completed,available,completed,pass,not-run,not-run,not-run,not-run,born-flattened,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nginx-replicas-4@sha256:aa58e2a9d120d09f029fdef80596225f8c44d0aa629b18766fe8b6694659f518,public-anonymous-pull-proved,not-run-for-this-base,catalog-standard,user-workload,application-team,application-release,,
coredns-coredns-1-45-2-default,helm,coredns/coredns,1.45.2,default,catalog-preset,Config Workshop,,,default,available,5,helm-variant-revision,e9d0e20ceb7a6ec8e8189aa63d5fcba50be11360c7b734e57b84ad0556b1ca34,canonical-object-set,data/helm-render-intents/intents/coredns-coredns-1-45-2-default.yaml,recipes/coredns/coredns/1.45.2/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,safe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/coredns-coredns:1.45.2@sha256:2e99a7e9923a5365c803e3ffaede5b97731ac209423d8572f4d373274f4b31bc,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
crossplane-stable-crossplane-2-3-1-default,helm,crossplane-stable/crossplane,2.3.1,default,catalog-preset,Config Workshop,,,default,available,23,helm-variant-revision,917b3dc2a52c16f26cefebe2b580889944e23461d95d1fbe912e0c7a451fd996,canonical-object-set,data/helm-render-intents/intents/crossplane-stable-crossplane-2-3-1-default.yaml,recipes/crossplane-stable/crossplane/2.3.1/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,safe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/crossplane-stable-crossplane:2.3.1@sha256:fe65a685251072dfacd02537aaea511371f70117324c5c6151bceb919756a616,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
cub-installer-bitnami-nginx-24-0-2-http-clusterip,cub-installer,bitnami/nginx,24.0.2,http-clusterip,package-base,Config Workshop,,,http-clusterip,partial,5,source-package-oci-manifest,7fb28597f2eea8113612fa9e67ac84760cba1e72c42a4c59e4c25d284e0a94ba,canonical-object-set,runs/installer-oci/bitnami-nginx/24.0.2/installer-package-publication-receipt.yaml,recipes/bitnami/nginx/24.0.2/revisions/http-clusterip/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,completed,watch,not-assessed,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/bitnami-nginx:24.0.2,not-published-for-this-five-object-base,separately-proved-with-an-added-Namespace,catalog-standard,user-workload,application-team,application-release,,
descheduler-descheduler-0-36-0-default,helm,descheduler/descheduler,0.36.0,default,catalog-preset,Config Workshop,,,default,available,5,helm-variant-revision,23cfd1f815897db367d88feb42f54c765ed17f435cb779cd8dec5ecb196da707,canonical-object-set,data/helm-render-intents/intents/descheduler-descheduler-0-36-0-default.yaml,recipes/descheduler/descheduler/0.36.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,safe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/descheduler-descheduler:0.36.0@sha256:3d1b7443b1e8ea2d011c2d1791a7ab984f848c70157aed1ef15b2562a11416d2,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
dex-dex-0-24-0-default,helm,dex/dex,0.24.0,default,catalog-preset,Config Workshop,,,default,available,8,helm-variant-revision,5461ff32d1a2a157fd54a958809a06aa73938f52efc8c97f40e866cbc070b2f5,canonical-object-set,data/helm-render-intents/intents/dex-dex-0-24-0-default.yaml,recipes/dex/dex/0.24.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,unsafe-to-flatten,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/dex-dex:0.24.0@sha256:0e2e1b873d9ce8f43b51023f3fe28131b3a021b7718e57d6250462421245793f,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
elastic-eck-operator-3-4-0-default,helm,elastic/eck-operator,3.4.0,default,catalog-preset,Config Workshop,,,default,available,22,helm-variant-revision,11bd8f291f9da0611bf6795dbbbe41a9e4e5ae9fe4cd58e9bad69dd883aee278,canonical-object-set,data/helm-render-intents/intents/elastic-eck-operator-3-4-0-default.yaml,recipes/elastic/eck-operator/3.4.0/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-eck-operator:3.4.0@sha256:267c9f2d73b62188edc6f1ef32891327bd3d69a6386d997309c3b5dcccacba0a,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
elastic-eck-operator-3-4-0-ha,helm,elastic/eck-operator,3.4.0,ha,catalog-preset,Config Workshop,,,ha,available,0,helm-variant-revision,20bc4c9cdd28f35aa9c1f646c0af7bc092faac39f8ce3e3606861b98789ee54a,canonical-object-set,data/helm-render-intents/intents/elastic-eck-operator-3-4-0-ha.yaml,recipes/elastic/eck-operator/3.4.0/revisions/ha/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-eck-operator:3.4.0@sha256:267c9f2d73b62188edc6f1ef32891327bd3d69a6386d997309c3b5dcccacba0a,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
elastic-eck-operator-3-4-0-no-crds,helm,elastic/eck-operator,3.4.0,no-crds,catalog-preset,Config Workshop,,,no-crds,available,0,helm-variant-revision,6da1150ac5e27b67009e5c20dddf061a5a92af72adfc4551a866fa0d28e23a87,canonical-object-set,data/helm-render-intents/intents/elastic-eck-operator-3-4-0-no-crds.yaml,recipes/elastic/eck-operator/3.4.0/revisions/no-crds/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,pending,pending,not-run,not-run,flatten-with-routes,gap,gap,gap,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-eck-operator:3.4.0@sha256:267c9f2d73b62188edc6f1ef32891327bd3d69a6386d997309c3b5dcccacba0a,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
elastic-filebeat-8-5-1-default,helm,elastic/filebeat,8.5.1,default,catalog-preset,Config Workshop,,,default,available,7,helm-variant-revision,690fcc3d2e2d1019f35b7d9ec64ba0783b4dc445a2060c400d49dae6a251e020,canonical-object-set,data/helm-render-intents/intents/elastic-filebeat-8-5-1-default.yaml,recipes/elastic/filebeat/8.5.1/revisions/default/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,safe-to-flatten,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-filebeat:8.5.1@sha256:16db362566c51934e9807a7f2f2f57dfc20df88318658f5e7106d0f45bca2e47,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
elastic-filebeat-8-5-1-node-or-cluster-collector,helm,elastic/filebeat,8.5.1,node-or-cluster-collector,catalog-preset,Config Workshop,,,node-or-cluster-collector,available,7,helm-variant-revision,690fcc3d2e2d1019f35b7d9ec64ba0783b4dc445a2060c400d49dae6a251e020,canonical-object-set,data/helm-render-intents/intents/elastic-filebeat-8-5-1-node-or-cluster-collector.yaml,recipes/elastic/filebeat/8.5.1/revisions/node-or-cluster-collector/r001/rendered/release-objects.yaml,recorded,captured,completed,available,completed,pass,not-run,not-run,not-run,not-run,safe-to-flatten,recorded,required-at-destination,awaits-variant-and-target,partly-declared,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/elastic-filebeat:8.5.1@sha256:16db362566c51934e9807a7f2f2f57dfc20df88318658f5e7106d0f45bca2e47,not-published-in-this-record,not-recorded-for-this-base,catalog-standard,not-yet-classified,not-yet-classified,not-yet-classified,,
